Experiment3_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, 46.20714191703175, 8.615300852263115, 0
"(0, 1)", 42.33901412360404, 35.27857176228624, 0.555946893615657, 0
"(0, 2)", 61.70838384519277, 12.15445485, 29.02358663485504, 0
"(0, 3)", 0, 7.3524159076426345, 0, 0
"(0, 4)", 18.870365087811052, 0, 101.48237908107562, 0
"(1, 0)", 0, 0.5431749256711449, 1.0758722395610332, 41.802406168980625
"(1, 1)", -0.39, 15.989765289617461, -0.4881, -0.3
"(1, 2)", -0.3, -0.2955, 64.60472592351591, 23.658836474955557
"(1, 3)", 0, 51.51040751280874, 0, 0
"(1, 4)", 0, 0, 0, 85.79001841210581
"(2, 0)", 0, -0.7910999999999999, -0.657, 11.141574370385317
"(2, 1)", -0.8289, 55.00694282995667, -0.41700000000000004, 0.2769462142226365
"(2, 2)", 21.298991160499767, 90.29764249438162, 11.811000367571953, 26.502822710777046
"(2, 3)", 83.29228558893895, 97.50236117188953, 21.5562655653395, 13.742470754103977
"(2, 4)", 81.28273909537761, 0, 68.85907810026488, 85.86789466076746
"(3, 0)", 0, -0.51, -0.627, -0.7448999999999999
"(3, 1)", -0.39, -1.15041, -0.3, 12.306719327036706
"(3, 2)", -1.00236, -1.0923897, -1.3037106, 54.88337146413322
"(3, 3)", -0.39, 78.39625092287508, -1.2405928800000001, -0.3
"(3, 4)", 58.73922068726673, 0, 75.93909910974985, 86.41556869437439
"(4, 0)", 0, -0.4719, 0, -0.69
"(4, 1)", -0.3, -0.7910999999999999, 0, -0.5988899999999999
"(4, 2)", -0.7389, -0.69513, 0, -1.37048598
"(4, 3)", -1.3738004400000001, 78.16291911206987, 0, 13.605702387619507
"(4, 4)", 40.17971177594742, 0, 0, 78.23583411512867
False
Position,N,S,E,W
"(0, 1)", -0.8471862060013953, -1.7468165564360372, -1.8580284466575794, 0
"(0, 2)", -2.243605090051563, -2.207155498692624, -0.9361453506850295, 0
"(0, 3)", -2.615368100179715, -2.299674692803003, -2.42614435150833, 0
"(0, 4)", -2.7034261971539824, 0, -2.4282688384908853, 0
"(1, 0)", 0, -1.6465240152761018, -1.883946179637126, -1.5916079775708645
"(1, 1)", -1.5913782201236182, -1.7845355517662056, -1.9453081827386034, -1.982132329699265
"(1, 2)", -1.5829477093154476, -1.6503092773451091, 0.9853003674911041, -2.0470709568479717
"(1, 3)", -1.8902487069290141, -1.9778972189496542, -1.9462611165405947, -2.209264879208035
"(1, 4)", -2.212895977586635, 0, -0.4938528893356803, -3.4274589498825367
"(2, 0)", 0, -1.839580650167791, -1.84181367539418, 0.511834589718647
"(2, 1)", -1.483098637768394, 2.5647438120901604, -1.8520356890372693, -1.7375861409036641
"(2, 2)", -1.8612958313644798, 0.7296500932232448, -1.7169964769958872, -1.5726091144723076
"(2, 3)", 2.225185534053574, -1.1491177262013672, -1.3440944677195632, -2.167545907533495
"(2, 4)", -1.33812421455795, 0, 3.957861702443764, -1.7686627543613889
"(3, 0)", 0, -1.7901794478324422, -1.8526002734547424, -1.935815953328051
"(3, 1)", -1.9906164307249457, -1.8067226787968806, -1.8856661918786775, -1.8168460567152411
"(3, 2)", -2.03555849417582, -1.320026999366239, -1.3885213671490224, -1.2951742629801886
"(3, 3)", -1.0795574719037924, -1.5088583451025428, -1.1026127015021303, 0.9163268937584695
"(3, 4)", -0.9232272981539702, 0, 8.94438359956426, -1.0081980660970147
"(4, 0)", 0, -1.9713816868293037, 0, -1.7012902850790255
"(4, 1)", -1.9395600549219836, -1.6786754916454567, 0, -1.9658702988753753
"(4, 2)", -1.8175357620831147, -0.13884978779571122, 0, -0.2717490393663834
"(4, 3)", -0.09312220926218368, -1.4436020150630668, 0, -0.416463244553585
"(4, 4)", 12.733069752394748, 0, 0, 3.7021817725244524
