Experiment4_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, 68.78816447125236, 25.22123590640198, 0
"(0, 1)", 46.53099432665151, 66.80978853255426, 4.709976616207593, 0
"(0, 2)", 51.676481844302174, 83.4841913000857, 40.31389770659707, 0
"(0, 3)", 54.15668634690101, 95.2861083935109, 2.6480346121539347, 0
"(0, 4)", 104.47536987631591, 0, 16.19654939943181, 0
"(1, 0)", 0, 2.659855816720781, 1.9876605810512944, 49.608735230703594
"(1, 1)", 0, -0.3, -0.76509483, 17.809463688804982
"(1, 2)", 6.707217538156915, 1.3017573256803392, 55.66177634099605, 74.37673218019873
"(1, 3)", 0, 0, 0, 6.578747428359181
"(1, 4)", 0, 0, 13.67681007424809, 48.600322647576746
"(2, 0)", 0, 18.851512689605542, -0.3, -0.573
"(2, 1)", -0.627, 49.33812379433314, -1.02, -0.3
"(2, 2)", 15.32700671096254, 15.550993967809818, 20.415496595094528, 68.78594814791607
"(2, 3)", 39.05541420710746, 40.33263214113826, 0, -0.39
"(2, 4)", 24.830963385912696, 0, 63.14749121885086, 26.23298280231647
"(3, 0)", 0, -0.51, -0.39, -0.5690333999999999
"(3, 1)", -0.3, -0.66777, -0.657, -0.6
"(3, 2)", -0.39, 0.06320119688399994, -0.39, 45.847905636102446
"(3, 3)", 8.219011508630773, -0.6, -0.39, 2.2003185354958803
"(3, 4)", -0.566365056, 0, 48.087786744735176, 54.90977376510405
"(4, 0)", 0, -0.39, 0, -0.6
"(4, 1)", -0.51, -0.51, 0, -0.3
"(4, 2)", -0.39, -0.663, 0, -0.51
"(4, 3)", -0.6, 39.018793395421206, 0, -0.08821360689902397
"(4, 4)", 13.688105741050014, 0, 0, 48.44925141621859
False
Position,N,S,E,W
"(0, 1)", -3.696115276484875, -4.713442246825506, -6.637248246309153, 0
"(0, 2)", 0.671926031194155, -6.085018236778432, -6.5007314342525655, 0
"(0, 3)", 0.5466273644590091, -6.214034474773711, -7.083572771265914, 0
"(0, 4)", -2.9011057148589217, 0, -7.171423540124453, 0
"(1, 0)", 0, -6.709878304628669, -6.392651502651987, -3.080832454395321
"(1, 1)", -6.137483931696269, -6.452751334310049, -5.647028773712551, -6.389355766102453
"(1, 2)", -6.125108109071734, -6.424946296495681, -2.405964415249653, -6.545610016137598
"(1, 3)", -4.555403373880501, -6.768345447041872, -6.598894860144537, -6.6084508181894694
"(1, 4)", -6.740062596242859, 0, -6.461622612701268, -7.6414447505538385
"(2, 0)", 0, -6.305506784857613, -6.21941686224729, -6.284011636890176
"(2, 1)", -6.0875812724401355, -1.0140848917406386, -5.688695861447668, -6.23415347296352
"(2, 2)", -0.733377959785221, 8.981930632457175, -1.5415151686208457, -1.1824749265155523
"(2, 3)", -3.707501227412407, -5.730690141021529, -6.319717126319564, -6.385236559065197
"(2, 4)", -6.5933647458667455, 0, -6.058698304327383, -6.407934467778731
"(3, 0)", 0, -6.141955923236317, -6.001178722286611, -6.195544839101022
"(3, 1)", -6.145781380475728, -5.886556941972277, -5.67322726014615, -6.111770079704083
"(3, 2)", -5.885493065060564, -6.082356889034128, -6.255094727646505, -5.937175180894363
"(3, 3)", -5.945661708994956, -6.019298547894842, -5.807419954849281, -5.986453331378801
"(3, 4)", -6.242391013776849, 0, -5.776732701884482, -6.623934353261627
"(4, 0)", 0, -5.9883770616798575, 0, -5.94892956728949
"(4, 1)", -6.006766427222745, -5.826513482454105, 0, -6.023384820484897
"(4, 2)", -6.05416544514063, -5.976929931890981, 0, -6.139889080158733
"(4, 3)", -5.9572626713596994, -5.916214918423579, 0, -6.0887545905884
"(4, 4)", 1.7990153538364075, 0, 0, -1.6290656541004376
