Experiment3_2
"True, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 138.79318328879467, 23.4322528712794, 0
"(0, 1)", -0.6033000000000001, 158.12025410706184, 0, 0
"(0, 2)", 130.6408970123485, 14.13527985, 161.23142356362393, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, -0.747, -0.9189, 100.30044240744417
"(1, 1)", -0.39, -0.3788700000000001, -0.627, 45.94980559315822
"(1, 2)", 0, 0, 96.81947884509664, 151.91255427675407
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, -0.7611000000000001, -0.873, -1.029716024034522
"(2, 1)", -0.69, 89.82654915379747, -0.8559, -0.9318
"(2, 2)", 39.07705480419978, 18.64399341992905, 54.375633424641215, 141.84701174091634
"(2, 3)", 90.38853035466265, 22.13080087738696, 0, 0
"(2, 4)", 7.389899999999999, 0, 25.337773640305638, 9.855
"(3, 0)", 0, -0.6, -0.6, -0.8748
"(3, 1)", -0.6, -0.7701, -0.7910999999999999, -0.774
"(3, 2)", -0.747, -0.79260369, -0.69, 78.69370218559754
"(3, 3)", -0.39, 2.6988346243906194, -0.3, -0.3
"(3, 4)", 0, 0, -0.6936687000000001, 13.353736339573464
"(4, 0)", 0, -0.65157, 0, -0.6
"(4, 1)", -0.6, -0.6, 0, -0.78333
"(4, 2)", -0.3, -0.3, 0, -0.873
"(4, 3)", -0.3, -0.774, 0, -0.3
"(4, 4)", -0.663, 0, 0, 1.5442878659999997
"False, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 6.9982335724203, 14.988031160055359, 0
"(0, 1)", 13.724926429084755, 56.841446233719424, 0, 0
"(0, 2)", 11.799172178218925, 17.83681058817231, 120.32220743983768, 0
"(0, 3)", 72.27350514622402, -0.41700000000000004, -0.6714, 0
"(0, 4)", 4.8498219397994795, 0, -0.8587273642004999, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 101.64934361769508, 0, 5.9684878456432475
"(1, 2)", 0, 0, 131.68673596789557, 107.14685126450966
"(1, 3)", 26.87828134046068, -0.4881, 8.625061686311732, -0.3
"(1, 4)", 3.440838983901001, 0, -0.753, -1.193622
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 14.13527985, 61.358003183015185, 14.999999954659797, 142.9450385633756
"(2, 3)", 112.530251949015, -0.3, 0, 0
"(2, 4)", 69.58307135250212, 0, -0.7169700000000001, -0.113505729633537
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 2.4740789999999997, 35.23961916145316
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 4.5, 0, 0, 10.6581447
"True, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, -0.3, -0.3, 0
"(0, 1)", 0, -0.3, 0, 0
"(0, 2)", 7.496999999999999, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 7.830899999999999, 0
"(1, 0)", 0, -0.3, -0.3, -0.51
"(1, 1)", 0, -0.3, -0.51, 0
"(1, 2)", 0, 0, 0, 1.0229999999999997
"(1, 3)", 0, -0.39, 0, 0
"(1, 4)", 0, 0, 0, 0.8129999999999997
"(2, 0)", 0, -0.627, -0.39, -0.51
"(2, 1)", -0.663, -0.51, -0.51, -0.573
"(2, 2)", 0, -0.3, -0.51, 0
"(2, 3)", 0, 0, 0, -0.3
"(2, 4)", 0, 0, 0, -0.3
"(3, 0)", 0, -0.627, -0.663, -0.51
"(3, 1)", -0.6, -0.39, -0.6, -0.69
"(3, 2)", -0.39, -0.3, -0.6, -0.39
"(3, 3)", 0, -0.3, -0.39, 0
"(3, 4)", -0.3, 0, -0.3, -0.3
"(4, 0)", 0, -0.41700000000000004, 0, -0.747
"(4, 1)", -0.6, -0.663, 0, -0.6
"(4, 2)", -0.747, -0.663, 0, -0.51
"(4, 3)", -0.81, -0.3, 0, 0
