Experiment3_1
"True, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 63.430969478498874, 2.811082884586299, 0
"(0, 1)", 60.92455642465048, 69.07765201419701, 0, 0
"(0, 2)", 83.15127463311016, 14.13527985, 4.409999999999999, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, -0.51, -0.51, 21.839249524439744
"(1, 1)", -0.39, -0.39, 0, 0.29850000000000004
"(1, 2)", 0, 0, 71.25457182613167, 46.088531247549426
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, -0.6, -0.6351, -0.39
"(2, 1)", -0.39, 85.12246393132698, -0.81, -0.3
"(2, 2)", 69.52204088635159, 140.39460126605468, 51.75002294436172, 24.04421156922707
"(2, 3)", 130.27001572697196, 149.69927741897132, 0, 0
"(2, 4)", 158.9353755944243, 0, 86.54828365196047, 14.13527985
"(3, 0)", 0, -0.7719, -0.9711, -0.6
"(3, 1)", -0.717, -0.890235, -1.083, -0.726
"(3, 2)", -0.837, 0.006512645756849955, -0.51, 93.56585280136142
"(3, 3)", -0.39, 9.473644611175194, 0, -0.3
"(3, 4)", 0, 0, 44.347931041249886, 76.70963290134819
"(4, 0)", 0, -0.9441, 0, -0.8289
"(4, 1)", -0.8559, -0.81, 0, -0.99
"(4, 2)", -0.51, 0.8966285279191865, 0, -0.627
"(4, 3)", -0.6661044647883192, 10.48729938385414, 0, -0.3
"(4, 4)", -0.9399000000000001, 0, 0, 79.7110149143714
"False, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 87.53663105718283, 13.235265, 0
"(0, 1)", 78.30133565705549, 64.2898996448513, 0, 0
"(0, 2)", 16.18319719988291, 1.354512879797212, 73.94408163293511, 0
"(0, 3)", 44.93720565719592, -1.00533, -0.51, 0
"(0, 4)", 8.643809924051892, 0, 44.710471027721695, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 48.98778304148743, -0.3, 69.04167763667267
"(1, 2)", 0, 0, 89.87886335308458, -0.3
"(1, 3)", 0.015000000000000013, 0, -0.6, -0.39
"(1, 4)", -0.573, 0, 65.674207228156, 21.227700067646225
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, -0.3, 0, 0
"(2, 2)", 14.557573154701709, 104.30318344893989, 14.703400988550001, 73.46806499863771
"(2, 3)", 74.437210729105, 84.7333053806519, 0, 0
"(2, 4)", 92.0585206142786, 0, 16.97068421248356, 30.909655232758055
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 25.97207482698109, 57.88615304236013
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 4.5, 0, 0, 35.20931734811323
"True, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, -0.3, 0
"(0, 1)", -0.3, 1.0229999999999997, 0, 0
"(0, 2)", 0, 5.08473, 11.976740999999999, 0
"(0, 3)", 1.9490999999999996, 0, 0, 0
"(0, 4)", 0, 0, 4.409999999999999, 0
"(1, 0)", 0, -0.3, -0.3, 0
"(1, 1)", 0, -0.39, -0.3, -0.3
"(1, 2)", 0, 0, 0, 1.3711589999999998
"(1, 3)", 0, 0, 0, -0.3
"(1, 4)", 0, 0, 0, -0.3
"(2, 0)", 0, -0.3, -0.6, -0.3
"(2, 1)", -0.51, -0.9129, -0.3, -0.51
"(2, 2)", -0.6, -0.3, -0.39, 0.20621099999999998
"(2, 3)", 0, -0.51, -0.3, -0.3
"(2, 4)", -0.3, 0, -0.3, -0.3
"(3, 0)", 0, -0.3, -0.6, -0.39
"(3, 1)", -0.3, -0.51, -0.39, -0.39
"(3, 2)", -0.39, -0.6, -0.39, -0.51
"(3, 3)", -0.3, -0.3, -0.39, -0.6
"(3, 4)", -0.3, 0, -0.39, -0.3
"(4, 0)", 0, -0.6, 0, -0.3
"(4, 1)", -0.3, -0.6, 0, -0.51
"(4, 2)", -0.51, -0.3, 0, -0.6
"(4, 3)", -0.51, -0.51, 0, -0.3
"(4, 4)", -0.6, 0, 0, -0.3
"False, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 4.409999999999999, 0, 0
"(0, 1)", -0.3, 0, 0, 0
"(0, 2)", -0.3, -0.6, 1.2558165000000001, 0
"(0, 3)", -0.63171, -0.3, -0.51, 0
"(0, 4)", -0.51, 0, -0.7821, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 7.090132455, -0.9003
"(1, 3)", -0.12056999999999995, -0.39, 0, -0.39
"(1, 4)", -0.5919, 0, 0.9723566662499998, -1.02
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 14.703400988550001, 0, 0, 10.0937407365
"(2, 3)", 10.4984090988, 1.3657645139999999, 0, 0
"(2, 4)", 5.9126277759, 0, -0.3, -0.3
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, -0.3, -0.747
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 4.5, 0, 0, 0
"True, True, True, True, True, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, True, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, True, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, True, False, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, False, True, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, -0.39, -0.3, 0
"(2, 2)", -0.3, -0.3, -0.51, 0
"(2, 3)", -0.51, 1.05, 0, 0
"(2, 4)", 0, 0, 0, 7.65
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, -0.3, 0, -0.3
"(3, 2)", 0, -0.3, -0.3, -0.3
"(3, 3)", 0, -0.3, 0, 0
"(3, 4)", 0, 0, 0, -0.3
"(4, 0)", 0, -0.3, 0, 0
"(4, 1)", -0.3, 0, 0, -0.3
"(4, 2)", -0.3, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, False, True, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, -0.3, 0, 0
"(0, 2)", 0, -0.3, 0, 0
"(0, 3)", 0, -0.3, -0.3, 0
"(0, 4)", -0.3, 0, -0.51, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 1.0229999999999997, 0
"(1, 3)", -0.3, 0, -0.39, 0
"(1, 4)", -0.3, 0, -0.3, -0.6
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 10.26963, 0, 0
"(2, 3)", 1.7390999999999994, 0, 0, 0
"(2, 4)", -0.3, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, False, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, False, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"True, True, True, True, False, False, True"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
