Experiment4_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, 71.86876550387711, 18.94517406460268, 0
"(0, 1)", 63.72081441218422, 75.75902854995198, 4.79404751002828, 0
"(0, 2)", 89.43068957039037, 35.51617134611313, 55.59873427257518, 0
"(0, 3)", 3.1248257936570183, 81.87556264963895, 0, 0
"(0, 4)", 39.23317192686454, 0, 149.57023245546137, 0
"(1, 0)", 0, 7.977235686264457, -1.6222971899999998, 50.487596556577856
"(1, 1)", -1.4852423469, -0.6, -1.1082, 35.711504379702134
"(1, 2)", -0.41700000000000004, -0.3, 57.98299581282728, 52.51063981173217
"(1, 3)", 0, 0, 0.049051132869725754, -0.3
"(1, 4)", 0, 0, 0, 140.33476276311077
"(2, 0)", 0, -1.314771, -1.0110000000000001, 19.20569064407986
"(2, 1)", 2.992212490263487, 81.04265378595255, -0.6, -1.12579193697
"(2, 2)", 20.077596355138517, 110.52514052679186, 35.53760727999109, 28.35595021188263
"(2, 3)", 87.82047492861037, 128.31853167614508, 42.256050949825976, -0.3
"(2, 4)", 101.55671801905437, 0, 113.08473136491018, 137.67922419178774
"(3, 0)", 0, -0.8918999999999999, -0.9108, -1.056429
"(3, 1)", -0.7611000000000001, -0.6, -0.747, -0.86391083013
"(3, 2)", -0.51, 2.1383541665852137, -0.5744075923292851, 87.17461859265619
"(3, 3)", -0.3, 101.67624095922922, 0, 51.69906787569299
"(3, 4)", 59.256618956551584, 0, 75.58666398983254, 123.77172900504527
"(4, 0)", 0, -0.7089000000000001, 0, -0.9400409999999999
"(4, 1)", -0.6351, -0.69, 0, -0.663
"(4, 2)", -0.3, -0.15060984210166517, 0, 4.066091560902095
"(4, 3)", -0.26476222290754226, 91.88844248433001, 0, 7.202964192821445
"(4, 4)", 43.784768086612885, 0, 0, 84.24017830683829
False
Position,N,S,E,W
"(0, 1)", -4.1690812044943435, -4.29901501105488, -4.268667375471357, 0
"(0, 2)", -4.1175405286471785, -5.0465247681831364, -3.4867768706733493, 0
"(0, 3)", -4.9060944335712415, -5.186178481988735, -3.9149880255978657, 0
"(0, 4)", -5.338555049487868, 0, -3.9935582559287646, 0
"(1, 0)", 0, -4.39644303322044, -4.340864969757899, -4.165051538733044
"(1, 1)", -4.477319219907719, -2.919407098503583, -4.360021434997754, -4.468735758082651
"(1, 2)", -4.097917096537933, -4.014324142025931, -2.953455404151738, -2.827010713144399
"(1, 3)", -2.2859369023413585, -4.065811987545346, -3.9960237976020916, -4.581973546353117
"(1, 4)", -4.064637653812995, 0, -3.298503574668826, -4.698288527579734
"(2, 0)", 0, -4.39266976023825, -4.588187756656641, -2.0661735353196504
"(2, 1)", -4.539792993480806, -4.0121235353341, -4.310744857455073, -4.383002921262684
"(2, 2)", -3.935546736680724, -2.948165245880829, -3.8900020745572346, -2.792626925117811
"(2, 3)", -2.7883541738428814, -2.967019637858753, -2.871686754874589, -3.8316741756604586
"(2, 4)", -2.868980582226406, 0, -2.3986111054744232, -2.687932350101648
"(3, 0)", 0, -4.049934660690002, -4.053615126705955, -4.636613705092275
"(3, 1)", -4.291743392329892, -3.887603030169073, -3.738226372053528, -4.0663432184194646
"(3, 2)", -4.06077712197791, -4.1433183469775825, -2.414983555499694, -3.885136315564662
"(3, 3)", -4.165994435910733, -3.5522316019959943, -3.2871262913746286, -4.069088396432931
"(3, 4)", -3.1682738591429445, 0, 1.6956205443287313, -2.847665787501043
"(4, 0)", 0, -4.0274995740281305, 0, -3.8930881280012315
"(4, 1)", -3.7997762906191817, -2.2893174547345585, 0, -4.001541002108663
"(4, 2)", -3.887329157260625, -2.844386368890641, 0, -3.3732873461681656
"(4, 3)", -3.3115142966101003, -2.075186567500543, 0, -2.8342220135433505
"(4, 4)", -2.8658336988561834, 0, 0, 10.502011230543054
