Experiment1_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, -269653.58176489425, -379151.83978545584, 0
"(0, 1)", -188712.43939723773, 245.50312508840616, 125.07715687841247, 0
"(0, 2)", -18975.261823915647, 148.58633717204611, 178.38760650058697, 0
"(0, 3)", 0, 79.89495737927137, 0, 0
"(0, 4)", 49.993294656901675, 0, 49.960103866851185, 0
"(1, 0)", 0, -9969.939159131478, -9002.93410209605, -383212.1066001218
"(1, 1)", -16737.33857916675, -23695.306019966258, 509.78715071191766, 223.62824466961098
"(1, 2)", -15387.670620536152, 107.65815302202537, 92.35152273541183, -9431.124021370184
"(1, 3)", -14043.46866231423, 63.75003174487331, -87.14617766381706, 121.85723552881288
"(1, 4)", 0, 0, 0, 79.24414274971559
"(2, 0)", 0, -11048.044868094004, -9488.860670438287, -17509.6533250809
"(2, 1)", -16684.203052010416, -4707.182100679348, 307.8722904271507, 369.3804077826851
"(2, 2)", -2345.0425704040917, 262.1496488383635, -264.9686210354354, -4611.709783148333
"(2, 3)", -596.8108079782487, 198.91457573514344, -23880.147196229485, 60.507712015006305
"(2, 4)", 96.2715866336429, 0, 128.06690488783607, 163.04688902984074
"(3, 0)", 0, -4942.761708677583, -6485.122182981479, -11617.496783120589
"(3, 1)", -3669.8372453160305, -3061.1737202950926, -9537.963902211774, 564.5770115681757
"(3, 2)", -2843.7966140039275, 185.2469193665877, -8615.55115489166, -892.3605904208312
"(3, 3)", -712.4621148299982, 244.15016851359013, -47985.334523107515, 209.8120583006698
"(3, 4)", 384.31965192973934, 0, -136344.74670891007, 114.31061147560203
"(4, 0)", 0, -5610.357850809439, 0, -5211.43193513352
"(4, 1)", -4119.434796941513, -9439.429474687358, 0, -13141.87964893215
"(4, 2)", -7289.487380156688, -8853.574353748187, 0, -7807.196623287939
"(4, 3)", -6837.846423063427, -141516.61615718695, 0, -15180.580242740445
"(4, 4)", -120001.77117234684, 0, 0, -145686.87976141303
False
Position,N,S,E,W
"(0, 1)", 3855.265500723117, -7160.115507872463, 5808.003462725079, 0
"(0, 2)", 6458.325840596344, 6427.4608799152265, 1771.5286105514347, 0
"(0, 3)", 11973.583918111766, -11826754.530825377, 3588.368907672497, 0
"(0, 4)", -11760643.04504773, 0, -11156679.36390248, 0
"(1, 0)", 0, 4252.112293069503, 1419.4732674108689, 6140.999199805009
"(1, 1)", 5953.311316708763, 3212.129957023737, 2191.376739842351, 5883.048636650194
"(1, 2)", 3728.425732524616, 1674.3265836440928, 2816.113240430204, 7472.020814803994
"(1, 3)", 2158.1730578176184, -605243.0388591444, 3945.530814026585, 5899.541623460423
"(1, 4)", 3327.947827954423, 0, -42.67110645354785, -10331351.661865318
"(2, 0)", 0, 1019.3633069224294, 215.9847900402677, 3710.900584002126
"(2, 1)", 4008.5154779445465, 679.5899083787472, 45.32958532938379, 767.2628019334625
"(2, 2)", 591.0886626233515, 3508.4172487252977, 20.361511417486568, 2341.81605258122
"(2, 3)", 3708.1210347076767, -142.06790838369108, -29.859660559090738, 7833.140535242636
"(2, 4)", -32.03122278657658, 0, 128.6270211387266, -35.62111570267665
"(3, 0)", 0, 73.29389788414036, -37.48705637474717, 2142.5609396563536
"(3, 1)", 18.527482607954845, 635.7947988476957, -12.579161896875, 925.6194357815291
"(3, 2)", 327.5639078223584, -34.287377404248694, -48.6814394953243, 1722.9130313237447
"(3, 3)", -29.30628696623112, 119.87973765622493, 122.81136912682594, -26.789434204009563
"(3, 4)", 99.27568751696876, 0, 83.36200153765606, 47.59408869285638
"(4, 0)", 0, -27.07715654029456, 0, -42.72598226680326
"(4, 1)", -32.779972911839124, -10.759187942418901, 0, 677.4708735829936
"(4, 2)", -8.38897919817984, 114.02466153055757, 0, -46.462223722789076
"(4, 3)", 70.13983909271492, 71.11842662054346, 0, 53.85987686294995
"(4, 4)", 73.14465185541334, 0, 0, 33.94300552407313
