Experiment4_1
"True, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 11.777483474603699, -0.747, 0
"(0, 1)", 10.891073443716795, 13.173478484898501, 0, 0
"(0, 2)", 13.073910259158493, 14.999995320397765, 6.2985002976, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0.049578163499999994, -0.6, 5.259144497001604
"(1, 1)", 0, 3.7035399494999997, -0.3, -0.3
"(1, 2)", 0, 0, 14.4835090686168, 13.83787028547339
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, -0.6, -0.51, -0.6
"(2, 1)", -0.6, 35.77350891864174, -0.51, -0.51
"(2, 2)", 14.32118943254046, 41.38561069112046, 4.68091678311486, 12.005229333520576
"(2, 3)", 37.33908063969453, 43.675960783649714, 0, 0
"(2, 4)", 48.44368951088494, 0, 52.27055221172266, 14.5762871265
"(3, 0)", 0, -0.873, -0.627, -0.6
"(3, 1)", -0.81, -0.69, -0.747, 8.610232500755073
"(3, 2)", -0.837, -0.33937110600000003, 0.5261111384900823, 33.658528278028314
"(3, 3)", -0.39, -0.3, 0, 13.091988259551584
"(3, 4)", 0, 0, 11.872140838779378, 37.55336734674795
"(4, 0)", 0, -0.6539999999999999, 0, -0.753
"(4, 1)", -0.6, -0.51, 0, -0.726
"(4, 2)", -0.39, -0.6, 0, 12.420637169043076
"(4, 3)", 0, 0.31004282002264816, 0, -0.51
"(4, 4)", -0.3, 0, 0, 23.736404634377525
"False, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 63.023308545025394, 7.65, 0
"(0, 1)", 52.993669916995685, 50.23308965660637, 0, 0
"(0, 2)", 21.970653691518763, 57.90821990811853, 154.50573326441634, 0
"(0, 3)", 124.7570481321301, 0, -0.747, 0
"(0, 4)", 87.9722625267153, 0, 2.770527495462885, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 138.28038807293527, 0, 42.65463207402074
"(1, 2)", 0, 0, 174.29391874147723, 5.934292824894187
"(1, 3)", 0, -0.3, 36.359879007242384, -0.39
"(1, 4)", -0.3, 0, 72.05306975080357, 46.84397157514332
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 13.235265, 186.21657766376723, 13.7646855, 105.90382652601207
"(2, 3)", 176.03628335393478, 105.56574817703462, 0, 0
"(2, 4)", 164.21027798638454, 0, 13.200423956125332, 12.523451257552276
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 21.738827955040026, 144.56332271568525
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 9.855, 0, 0, 30.99718887447327
"True, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, -0.6, -0.3, 0
"(0, 1)", -0.6, 4.8321000000000005, 0, 0
"(0, 2)", 0, 12.478950000000001, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 9.855, 0, 0, 0
"(1, 0)", 0, -0.3, -0.3, -0.3
"(1, 1)", -0.3, 0, -0.3, 0.4339500000000001
"(1, 2)", 0, 0, -0.3, 2.7300000000000004
"(1, 3)", 0, -0.39, 0, 0
"(1, 4)", 0, 0, 0, 2.583
"(2, 0)", 0, -0.3, -0.573, -0.3
"(2, 1)", -0.3, -0.94197, -0.3, -0.51
"(2, 2)", -0.39, -0.3, -0.72, -0.19499999999999998
"(2, 3)", 0, -0.3, -0.3, -0.3
"(2, 4)", -0.3, 0, -0.7341, -0.258
"(3, 0)", 0, -0.7611000000000001, -1.72166553, -0.627
"(3, 1)", -1.1754506999999998, -0.39, -0.4881, -0.7359
"(3, 2)", -0.747, -0.657, -0.926061, -0.51
"(3, 3)", -0.573, -0.39, -1.0845989999999999, -0.3
"(3, 4)", -0.7719, 0, -0.7719, -0.9129
"(4, 0)", 0, -1.49251449, 0, -1.54058898
"(4, 1)", -1.5082385999999999, -1.2367437, 0, -0.73167
"(4, 2)", -1.3207106999999998, 0, 0, -1.0672563
"(4, 3)", -0.43589999999999995, -1.440801, 0, -0.39
"(4, 4)", -1.05687, 0, 0, -1.12983
"False, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 7.830899999999999, 0, 0
"(0, 1)", 0.8129999999999997, 0, 0, 0
"(0, 2)", -0.6, -1.0127700000000002, 1.0278888, 0
"(0, 3)", -1.0782652322700002, 0, -0.8999999999999999, 0
"(0, 4)", -0.3, 0, -0.6171, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 3.9235892999999997, 0
