Experiment2_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, -1109.5378311500845, -1943.6037149258334, 0
"(0, 1)", -683.5363532900624, 770.1416500883213, 0, 0
"(0, 2)", 77.85827126107426, 566.3590426637682, 26.23991870999999, 0
"(0, 3)", 264.43467690018315, 339.1508174311065, 0, 0
"(0, 4)", 452.6096723681562, 0, 44.117549999999994, 0
"(1, 0)", 0, -37.80677243386508, -41.89203368034368, -1714.6116907153926
"(1, 1)", -21.536289765204565, 39.41646211820795, 34.80618226765652, 709.7487369216443
"(1, 2)", -1.75, -1.7, -12.338248050264642, 390.35351821709384
"(1, 3)", 24.87272540118874, -1.0, -1.0, 0
"(1, 4)", 0, 0, 0, 574.6056985071124
"(2, 0)", 0, -29.69165722808964, -24.074425011325413, -34.939192698344726
"(2, 1)", -20.104217046727012, -11.246492894600644, -9.057861874999999, 271.08482350291
"(2, 2)", -14.075432021089021, 164.00716967195467, 5.94676795502437, -5.415953999999999
"(2, 3)", 187.55496975389218, 72.58096720667737, -634.7970227538606, 17.353018143706244
"(2, 4)", 40.62761410011032, 0, 414.86856291704095, 960.9293641043212
"(3, 0)", 0, -12.298639794063124, -14.017297299999997, -26.115666043681287
"(3, 1)", -5.6406875, 3264.8618189448243, -15.97950479742488, -5.340125
"(3, 2)", 1149.3332092596534, 2386.801372193168, -920.8676369887986, 128.64401445498973
"(3, 3)", 1845.7813926029012, 1139.0569304254154, -4863.4533544238375, 348.4996054344702
"(3, 4)", 390.38618443126825, 0, -3346.7496786331294, 1321.3434569829808
"(4, 0)", 0, -26.912583873749995, 0, -19.373519947499993
"(4, 1)", -25.072433616124997, -25.00573197094315, 0, -23.365712822162894
"(4, 2)", -32.36058421073792, -1811.5984392147607, 0, -479.6417135750459
"(4, 3)", -42.85007098949616, -5897.58093905004, 0, -785.0357518425674
"(4, 4)", -5621.058074271861, 0, 0, -4055.055081695884
False
Position,N,S,E,W
"(0, 1)", -1158.4942666406846, 11035152.472567754, 4521.737723754916, 0
"(0, 2)", 7532.896215357136, -210.936311913557, 1.0632650786519593e+24, 0
"(0, 3)", 12551.493713122964, -52378.45201510494, -124.54032601928984, 0
"(0, 4)", -60879.8375577849, 0, -64977.80317381797, 0
"(1, 0)", 0, -51.75707983596888, -50.996001152519575, -292.9901289986318
"(1, 1)", -100.97280477956565, 8.74198473930727e+20, 329936123629969.06, 19648303401.868206
"(1, 2)", 35308408993.001755, -20528.34044790338, 6.627347461079676e+23, 1.5389769435523242e+24
"(1, 3)", 2.5129879115768548e+22, -77.88209214332844, -40.23115410064692, -13057.830397579308
"(1, 4)", -87.7963610983397, 0, -90.71690764844207, -81447.32100376463
"(2, 0)", 0, -39.62600732570617, -37.265549564590195, -64.31938100107001
"(2, 1)", -28.50705281477245, 323337401157311.56, -27.726754803166802, -63.221667901714476
"(2, 2)", -90.32635957636813, -144.31827395705324, 1.9711064805647254e+20, 7.983253551506681e+23
"(2, 3)", 5558966771499.164, -47.48891275168879, -21.549285660717217, -97.57152578894471
"(2, 4)", -69.32493548104608, 0, -141.8870289483822, -4637.031583919521
"(3, 0)", 0, -28.19365104854874, -28.9380088309375, -51.13449474063835
"(3, 1)", -19.735786754124995, -14.361665069297365, -15.035139834194778, -15.952999056657697
"(3, 2)", -4.517696487519558, -6.64278125, -6.7453361498531255, 1.9926416847700327e+21
"(3, 3)", 5.529603969848033e+17, -1687.9367747558367, -15.309580370953883, 4193.025144312802
"(3, 4)", -866.2403180815193, 0, -601.3470203842894, -596.0184804874281
"(4, 0)", 0, -24.191862603124996, 0, -31.880312850312496
"(4, 1)", -21.941227668749995, -13.725347804381197, 0, -18.077041353248706
"(4, 2)", -12.129836874999999, -12.869010924848965, 0, -11.989979734650916
"(4, 3)", -17.29656058126432, -17.982469280195495, 0, -16.615055275848995
"(4, 4)", 18.348509224471357, 0, 0, -719.2333013209347
