Experiment5_SSS_2
True
Position,N,S,E,W
"(0, 0)", 0, -9.7271916875, -12.236922156249998, 0
"(0, 1)", -4.3525, 6.3349085489343295, -2.275, 0
"(0, 2)", 0.83034181265, 1.6884999999999994, 1.111043749999998, 0
"(0, 3)", 0, -2.7731, 0, 0
"(0, 4)", 0, 0, 47.953495645, 0
"(1, 0)", 0, -9.69971375, -9.383637499999999, -19.841688847781246
"(1, 1)", -6.134625, -1.0, -4.083, 10.751286594999998
"(1, 2)", -5.1173125, -2.69, -2.2, 0.11727187499999825
"(1, 3)", -2.0949999999999998, -2.2, -2.795, -2.05
"(1, 4)", 0, 0, 0, -2.533
"(2, 0)", 0, -6.11275, -8.711675, -9.566728406249998
"(2, 1)", -4.68605, -6.288219999999999, -7.8639159375, -4.3575
"(2, 2)", -5.6831425, 9.7042577593875, -9.791958831249998, -6.0982562499999995
"(2, 3)", -3.8799999999999994, -4.401872354903959, -2.55, -4.1579999999999995
"(2, 4)", -2.5540282906644602, 0, -4.728710891020498, -2.795
"(3, 0)", 0, -9.952128499999999, -7.693761249999998, -7.34465
"(3, 1)", -8.608887, -11.467760591249998, -9.471831875, -7.870303999999999
"(3, 2)", -10.917061, -8.121824999999998, -13.596049643749998, -10.241936182499998
"(3, 3)", -11.742489581249998, -6.2688999999999995, -5.031124999999999, -5.860099999999999
"(3, 4)", -6.964199999999998, 0, -12.005802499999998, -4.089174916999999
"(4, 0)", 0, -6.3549725, 0, -9.086952125
"(4, 1)", -6.4469449999999995, -6.25830565, 0, -10.4827034375
"(4, 2)", -9.41627256, -9.306797249999999, 0, -13.787668840624999
"(4, 3)", -8.49554293, -18.74272533, 0, -9.35015525
"(4, 4)", -20.3431673925, 0, 0, -14.716192149999998
False
Position,N,S,E,W
"(0, 1)", 1.6397572495861946e+36, 5.919807256603337e+35, 1.0390166003263743e+36, 0
"(0, 2)", 9.862790806282693e+35, 6.699554443209022e+29, 5.358147666004538e+22, 0
"(0, 3)", 1.1211134673784621e+33, -10.8601125, -8.534825, 0
"(0, 4)", -17.649889262499997, 0, -22.037477800937495, 0
"(1, 0)", 0, 2.0364789579149743e+33, 7.474027175182379e+31, 1.5241001029713394e+36
"(1, 1)", 1.7570343991373777e+36, 3.060957821233624e+27, 1.3213502016662908e+33, 1.7989286584296063e+33
"(1, 2)", 4.893285539730139e+22, -12.293632875, -9.917542180106063, 1.6422180712644192e+32
"(1, 3)", 710960460.8957219, -7.2410499999999995, -6.867842337263815, -9.0176625
"(1, 4)", -12.593557549999998, 0, -14.263902132280702, -24.044810288187495
"(2, 0)", 0, 274759949.2544482, 4459616053.940253, 7.364480215783724e+35
"(2, 1)", 1.0157495112796448e+32, -9.210031677973888, -2.9749999999999996, 1.4225962785761424e+34
"(2, 2)", 5.078747556398224e+31, -6.39054414285445, -6.201567779726938, -5.411238125
"(2, 3)", -10.395246844498047, -15.655464509374998, -3.9566012791339005, -7.59133125
"(2, 4)", -16.634481669531247, 0, -13.184771214421236, -14.474527259374998
"(3, 0)", 0, -5.10125, -2.2, 1.3959562009003934e+23
"(3, 1)", -3.5525, -3.9909499999999998, -4.202500000000001, 1101471828.2277343
"(3, 2)", -6.43305, -8.118269395393728, -6.486320877500381, -7.783409299999999
"(3, 3)", -7.102203446875, -6.9418187499999995, -4.99761679078746, -4.22875
"(3, 4)", -5.1863174999999995, 0, 5.105553134274744, -14.026902595156248
"(4, 0)", 0, -3.8625, 0, -2.8
"(4, 1)", -3.625, -3.867207266892407, 0, -5.428750000000001
"(4, 2)", -4.106249999999999, -5.395642989383136, 0, -6.615182982162533
"(4, 3)", -4.757624999999999, -0.5842842962667181, 0, -4.553388099769501
"(4, 4)", 25.638063921689135, 0, 0, 6.5645792915211105
