Experiment5_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, 21.88823114225, 47.18242479624954, 0
"(0, 1)", 48.024351153733306, 4.2548361507771215, 3.2017499999999988, 0
"(0, 2)", 42.916959825029764, -26.002808393606244, -21.11779725458441, 0
"(0, 3)", -33.34492152510343, -26.883825330695913, -26.794683125487268, 0
"(0, 4)", -43.907003893336224, 0, -45.40161617650406, 0
"(1, 0)", 0, 18.011639550614994, -1.0, -0.19859684437499858
"(1, 1)", -8.713181207749997, -0.19942293824817625, 13.57499139309595, 11.503585772442324
"(1, 2)", -12.594826214109272, -19.035741291628376, -10.878702978891221, -11.781523461153762
"(1, 3)", -16.033454212057602, -20.735196210785865, 710.7506302999504, -16.868578032480958
"(1, 4)", -26.875375327293817, 0, -22.505864288174642, -63.072912249880005
"(2, 0)", 0, -4.2949375, -5.703249999999999, -3.61975
"(2, 1)", -3.509875, -11.607736585200442, 7.7790052138121535, 15.916627878773705
"(2, 2)", -1.3519269860752203, 2318.1488459945695, -6.5376562499999995, -7.653918396500889
"(2, 3)", 1450.7305748975382, 2401.038395019238, -18.241610537080746, -23.793209299199795
"(2, 4)", 1685.111676155756, 0, -19.64961166684877, -34.063755750766674
"(3, 0)", 0, -6.176696874999999, -10.795712499999997, -6.153626249999999
"(3, 1)", -3.5949375, -7.533298974125222, -15.526036718749996, 28.54646433942128
"(3, 2)", -6.8776265625, -9.484216166105298, -18.542098312499995, -8.134459198250443
"(3, 3)", -10.713881578125, -9.78760121322738, -12.959494899999997, -14.588313965814029
"(3, 4)", -10.810907731613689, 0, -21.820007196476443, -24.666017795993657
"(4, 0)", 0, -17.905346499999993, 0, -15.703994874999996
"(4, 1)", -19.544994349999993, -14.00075182792187, 0, -13.311772812499997
"(4, 2)", -16.246152749999993, -18.99629468409062, 0, -13.196525124999997
"(4, 3)", -15.377991299999998, -16.477262325745713, 0, -13.695432449999998
"(4, 4)", -13.879988103157524, 0, 0, 7.501062183120874
False
Position,N,S,E,W
"(0, 1)", -25.658104817692475, -8.4843160807157, -15.4481909691935, 0
"(0, 2)", -5.6175011759383295, -14.635583210116506, -6.925022499892917, 0
"(0, 3)", 41.30688559923619, -41.02344055725594, -4.8862499999999995, 0
"(0, 4)", -24.888102510282806, 0, 39.89056670592911, 0
"(1, 0)", 0, -16.679334340293323, -13.375412749999997, -47.541386802375236
"(1, 1)", -13.530874884274319, -12.254404093865153, -11.987971538281123, -17.921781476343813
"(1, 2)", -8.744518336646879, -10.643714204764374, -8.914031193355225, -9.364585006600603
"(1, 3)", -11.976875514351939, -8.949757884528749, 113795105.29612091, -7.6209875
"(1, 4)", -6.559407499999999, 0, -5.794681922974999, 57.58240104643248
"(2, 0)", 0, -14.493384563029032, -16.448798549999996, -14.140028968782794
"(2, 1)", -13.58297221314238, 160238.5728196749, -14.305562569999276, -12.610474150797096
"(2, 2)", -12.815190045882744, 8955384029595.793, 345951.05425985483, -6.354350734614508
"(2, 3)", 412670.2045711281, 19613075871033.69, 65876346.6905172, 26944124.90165934
"(2, 4)", 57752510.048376724, 0, 11930839113249.2, -10.441785382796843
"(3, 0)", 0, -17.487838374999995, -18.876502049999992, -15.20025195633238
"(3, 1)", -15.017376249999998, 1.2165322822612687e+19, 198092.09593188541, -12.34541782288672
"(3, 2)", 2.0436909559334416e+17, 1.388835713358081e+24, 183803.6606823784, 22088717.956941545
"(3, 3)", 8.36105406598643e+23, 2.2248971152673235e+24, 43961907.27580275, 28769139054368.152
"(3, 4)", 1.379325425554595e+24, 0, 7166989373355.48, 57485550.030056976
"(4, 0)", 0, -14.385801499999998, 0, -16.524652999999994
"(4, 1)", -11.346305, 276386.00413351634, 0, -14.747703688133218
"(4, 2)", 31442.103645875042, 104098.91394366797, 0, 16676545.003297668
"(4, 3)", 774380.7265369681, 26431245.42648004, 0, 38454650863654.414
"(4, 4)", 4302501567257.007, 0, 0, 4.2627165822901696e+17
