Experiment1_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, -67720.9109413121, -58356.00846656764, 0
"(0, 1)", -65965.04412189429, 459.39128525323645, 967.1560542445287, 0
"(0, 2)", 281.61552516348615, 45.02673221473773, 20.436930384611685, 0
"(0, 3)", 6.5, 95.46808860174524, 0, 0
"(0, 4)", 60.60196537542697, 0, 49.91741616753453, 0
"(1, 0)", 0, -3810.760974145588, -1452.6045314811658, -53162.3101622305
"(1, 1)", -2076.3402647133544, 448.6821605400777, 1291.0838379005004, 997.1625661247874
"(1, 2)", -767.6591713616156, 102.56028073509107, -561.8193077153024, -82.97491857175797
"(1, 3)", -194.31243942932701, -2.533, 140.1452689782462, 6.071405
"(1, 4)", 0, 0, 0, 95.87443898950875
"(2, 0)", 0, 300.0317871197551, -2149.4483903629575, -5979.650458294681
"(2, 1)", -8254.38649804199, -193.0264498662225, 1569.4522753924266, 1306.2237688844502
"(2, 2)", -227.62035286955728, 291.1565624955912, -213.721777301531, 26.199746208458723
"(2, 3)", 233.8675408445465, 209.35191003052273, -119.148895609917, 56.66931989614374
"(2, 4)", 14.838411056497756, 0, -2715.6021375163273, 182.35524059518497
"(3, 0)", 0, -3993.8323744294526, -23799.20341318014, -3005.8626489084227
"(3, 1)", -4695.86861685527, -397.9172254611178, -9249.32626275541, 1678.8552958614753
"(3, 2)", -571.0984718998757, 65.94373733992178, -3433.6409627673697, -712.203752490249
"(3, 3)", 715.7263590300253, -99.86647649243292, -4232.918845826001, 135.81199623964483
"(3, 4)", -64.84515023254558, 0, -187557.08518760596, 282.74923009532904
"(4, 0)", 0, -18262.891413400852, 0, -28543.975282144886
"(4, 1)", -17402.209142604188, -8408.894368323638, 0, -8236.909993432946
"(4, 2)", -8828.132063306468, -5925.331220951773, 0, -3629.950696830211
"(4, 3)", -5117.7915148563425, -155605.76903486613, 0, -4218.297089540499
"(4, 4)", -167324.4141538017, 0, 0, -208321.95282661548
False
Position,N,S,E,W
"(0, 1)", -45.862483119413696, -75.17943449197529, -97.94313493247915, 0
"(0, 2)", -57.86178974462218, -1939.9399253785946, -900.7581486275664, 0
"(0, 3)", -1466.5200383055155, -2797076.5843331595, -849.876151903156, 0
"(0, 4)", -2238807.007626579, 0, -3488902.076623248, 0
"(1, 0)", 0, -95.9432966404063, -71.16033418350386, -17.710374501284157
"(1, 1)", -71.08991842813502, 44.42541432199681, 54.82387376257717, -131.0766649181954
"(1, 2)", 24.042274876263207, -12.826225238148183, 103.24224436779181, -541.730299695696
"(1, 3)", -969.6547458999946, -312061.64574445144, -539.7906254782397, -755.6139989307039
"(1, 4)", -703.4795480855153, 0, 291.3449026787039, -3170184.442212512
"(2, 0)", 0, 138.64455702816872, -40.69329262441989, -118.65422026298145
"(2, 1)", 227.74092838028113, 85.18673421690127, -28.167170720742423, -40.05939213038454
"(2, 2)", 205.51386682584237, -22.447255859510648, 62.17808807590853, 45.92070853787809
"(2, 3)", 298.41749841917255, -336.5406026431908, -38.1795989082409, -978.5033672778632
"(2, 4)", -126.99763578535605, 0, 279.2857156035639, -253203.3653067767
"(3, 0)", 0, -38.57479181673642, -93.32177366793262, -49.398359675208496
"(3, 1)", -37.051201242958186, -13.434990944717363, 82.21542454650398, -6.3360623389832895
"(3, 2)", 31.488429006415146, -27.833948040145206, -37.54972252803055, 68.29053687267293
"(3, 3)", -35.919800284333995, 89.79060889311164, 86.19200096167678, -58.24837544112145
"(3, 4)", 9.869351912499996, 0, 274.89211293295267, 272.7949997300709
"(4, 0)", 0, -131.68269502549157, 0, -104.69276810384412
"(4, 1)", -125.7936235241238, 83.98385676970899, 0, 31.908606535517777
"(4, 2)", 50.77428262593984, 141.92790851223754, 0, -28.756302938912086
"(4, 3)", -1.0, 233.62187368307104, 0, 0.2978752500000007
"(4, 4)", 50.004866268334034, 0, 0, 322.81313954022096
