Experiment4_SSS_1
True
Position,N,S,E,W
"(0, 0)", 0, 37.78398272502991, 18.753502666583145, 0
"(0, 1)", 34.508058325985864, 40.8989625702202, 3.129336825601384, 0
"(0, 2)", 40.351669530820274, 13.31960419074779, 41.914698365710066, 0
"(0, 3)", 0, 25.339676808532968, 0, 0
"(0, 4)", 34.60963422934283, 0, 161.01507042379387, 0
"(1, 0)", 0, -1.0596, -0.69, 27.632646882312223
"(1, 1)", -1.2607153199999999, -0.39, -0.573, 16.075600347607867
"(1, 2)", -0.6693, 11.420793178001992, 82.22190641132121, 25.329742404353176
"(1, 3)", -0.3, 0, 68.66365181924533, 0
"(1, 4)", 0, 0, 0, 151.77977630598915
"(2, 0)", 0, 8.47898888927401, -0.9189, -0.9542075999999999
"(2, 1)", -0.837, 107.9484321691192, -0.627, -0.44087739300000006
"(2, 2)", 65.22014529099128, 113.18941151398447, 3.636224233751803, 10.806107856607053
"(2, 3)", 85.16215499052569, 125.33924143577572, 0, 1.0877311646911092
"(2, 4)", 91.86674960398658, 0, 72.98532307688858, 151.97877694639965
"(3, 0)", 0, -0.8541000000000001, -0.627, -0.9378
"(3, 1)", -0.837, -0.663, -0.6, 18.11177436961482
"(3, 2)", -0.837, 2.117025061506907, -0.8181, 81.73669196852308
"(3, 3)", -0.3, 14.08930900288374, 13.469005727312535, 63.02278211317358
"(3, 4)", 16.524829418919644, 0, 99.96563073303041, 104.8296058799562
"(4, 0)", 0, -0.6, 0, -0.69
"(4, 1)", -0.6, -0.8981999999999999, 0, -0.663
"(4, 2)", -0.9108, -0.7088999999999999, 0, -0.8769
"(4, 3)", -0.9521999999999999, 114.85893556355765, 0, -0.21017181018642944
"(4, 4)", 36.55101011771584, 0, 0, 79.3079906465438
False
Position,N,S,E,W
"(0, 1)", -1.5683152439319266, -3.098933379308038, -3.052114890919632, 0
"(0, 2)", -1.998519307778028, -7.251462651266757, -6.644245065717911, 0
"(0, 3)", -6.529362612708282, -6.385846698909277, -6.7454418272551155, 0
"(0, 4)", -7.378750754357181, 0, -4.761386707936977, 0
"(1, 0)", 0, -3.01966917769331, -5.83417465668492, -1.824946310159232
"(1, 1)", -3.420303412120485, -6.1350435131769, -6.223372336471475, -1.7354325715494465
"(1, 2)", -6.238754979955679, -5.56569487161096, -5.91153582633824, 5.667657009632554
"(1, 3)", -6.491773527876672, -6.561919943688884, -3.610253443366019, -6.562579304963563
"(1, 4)", -6.643090772008543, 0, -1.82145087966021, -6.666967272380391
"(2, 0)", 0, -5.953954014567513, -5.8282881574043905, -5.1323112909070705
"(2, 1)", -6.299177112405321, -6.09213556847193, -6.370974303084164, -4.706079077844361
"(2, 2)", -6.6312555724044415, -4.892051832423652, -4.9643421060995445, -2.3077898659248746
"(2, 3)", -3.8713018727950788, -6.139120701640811, -6.137102786373743, -5.812015014717697
"(2, 4)", -0.5702823968693511, 0, -4.089914240524205, -4.6389989496076955
"(3, 0)", 0, -5.928767365320945, -5.793642359241561, -6.05327336791909
"(3, 1)", -6.045108741881805, -5.408625122790138, -6.221530328835193, -6.2036151910687245
"(3, 2)", -5.995904913172837, -6.003638529668119, -5.500268571421054, -4.553006241626545
"(3, 3)", -5.842462527740701, -5.361015774251128, -5.975010703546604, -5.8934388687019625
"(3, 4)", -5.807278673745305, 0, -6.139850605123795, -4.467089845108778
"(4, 0)", 0, -5.743718985015897, 0, -5.966495801996313
"(4, 1)", -5.824637280869205, -6.027658517404403, 0, -6.44586319204021
"(4, 2)", -6.377550546077851, -6.070760261571019, 0, -4.101785003994961
"(4, 3)", -6.549149200254409, -5.671280062210705, 0, -5.796371602541058
"(4, 4)", -1.3454071268427565, 0, 0, -1.1995012190751577
