Experiment1_2
"True, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 331.1864307239031, 78.82091502300155, 0
"(0, 1)", 161.1457051666706, 166.1360185662468, 0, 0
"(0, 2)", 318.5761752777737, 49.660888463575496, 49.51555494796499, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 59.53837605582309, -136.5973584863549, 522.3303990064169
"(1, 1)", 19.977692072906237, 65.96376162376518, 7.068303771874996, 92.43609812391722
"(1, 2)", 0, 0, -7.396236707090974, 79.08899244686155
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, -76.5435933307123, -7.751189599999998, -130.60101681735034
"(2, 1)", -86.01814749636253, -8.964605369276505, -24.000530537081772, 69.4602620390211
"(2, 2)", -16.749638135187972, 81.10939315314548, -4.4453689999999995, -3.344021113933705
"(2, 3)", 51.84255217077521, 64.39136090042828, 0, 0
"(2, 4)", 43.3740975, 0, 25.5, 48.587623754999996
"(3, 0)", 0, -17.846815490399997, -5.366575999999999, -15.079475857040045
"(3, 1)", -11.308484739999999, -6.330489999999999, -4.424249999999999, -18.618054550700933
"(3, 2)", -10.14401383125, -1.0, -2.7731, 0.089957701759384
"(3, 3)", -6.072006915625, -2.19, 0, -1.0
"(3, 4)", 0, 0, -1.0, 40.34123749999999
"(4, 0)", 0, -3.7835, 0, -11.192842975999998
"(4, 1)", -7.7622135, -2.225, 0, -6.144609624999999
"(4, 2)", -5.750874187499999, -5.1855, 0, 0
"(4, 3)", -3.8754370937499996, -2.45, 0, -2.9494999999999996
"(4, 4)", -3.275, 0, 0, -1.0
"False, True, True, True, True, True, True"
Position,N,S,E,W
"(0, 0)", 0, 47.1175995, 49.999999999999986, 0
"(0, 1)", 75.19599916666664, 88.61103183493965, 0, 0
"(0, 2)", 121.99333194444222, 28.74881385387485, -3.45360101379575, 0
"(0, 3)", 182.17699960193775, -102.29016296219422, -16.43867978746937, 0
"(0, 4)", -149.47609946503195, 0, -162.9247490144156, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, -1.7, -2.533, 121.776570782013
"(1, 2)", 0, 0, 72.20875705153631, -9.25517741621
"(1, 3)", -3.1988213099999996, -5.0414679725, -8.1882025, -60.0752599435971
"(1, 4)", -6.659614230749999, 0, -9.423224999999999, -191.6763707698547
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 49.51443486944449, 0, 0
"(2, 2)", 48.785081664249994, 46.39843799444449, 45.882284999999996, 41.59649999999999
"(2, 3)", 60.05532618999999, -11.831417499999997, 0, 0
"(2, 4)", -8.302249999999999, 0, -2.2, -9.995880312499999
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, -1.7, -4.4125
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 15.0, 0, 0, 14.25
"True, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
"(0, 2)", 0, 0, 0, 0
"(0, 3)", 0, 0, 0, 0
"(0, 4)", 0, 0, 0, 0
"(1, 0)", 0, 0, 0, 0
"(1, 1)", 0, 0, 0, 0
"(1, 2)", 0, 0, 0, 0
"(1, 3)", 0, 0, 0, 0
"(1, 4)", 0, 0, 0, 0
"(2, 0)", 0, 0, 0, 0
"(2, 1)", 0, 0, 0, 0
"(2, 2)", 0, 0, 0, 0
"(2, 3)", 0, 0, 0, 0
"(2, 4)", 0, 0, 0, 0
"(3, 0)", 0, 0, 0, 0
"(3, 1)", 0, 0, 0, 0
"(3, 2)", 0, 0, 0, 0
"(3, 3)", 0, 0, 0, 0
"(3, 4)", 0, 0, 0, 0
"(4, 0)", 0, 0, 0, 0
"(4, 1)", 0, 0, 0, 0
"(4, 2)", 0, 0, 0, 0
"(4, 3)", 0, 0, 0, 0
"(4, 4)", 0, 0, 0, 0
"False, True, True, True, True, True, False"
Position,N,S,E,W
"(0, 0)", 0, 0, 0, 0
"(0, 1)", 0, 0, 0, 0
